Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
2921,201601VW40132,Slight,2016-03-26,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,19:04:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
2922,201601VW40169,Slight,2016-01-08,Friday,Darkness - lights lit,2,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:36:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
2924,201601VW40179,Slight,2016-04-13,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,07:55:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2925,201601VW40188,Serious,2016-04-22,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:48:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
2926,201601VW40218,Slight,2016-05-10,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,09:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2928,201601VW40229,Slight,2016-05-13,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,40,14:09:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
2931,201601VW40246,Slight,2016-05-25,Wednesday,Daylight,2,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:59:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
2932,201601VW40249,Slight,2016-05-26,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:58:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2934,201601VW40259,Slight,2016-06-08,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,18:35:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2935,201601VW40260,Slight,2016-06-02,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,23:15:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
2936,201601VW40262,Slight,2016-06-09,Thursday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
2937,201601VW40266,Slight,2016-06-09,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:50:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
2939,201601VW40280,Slight,2016-06-17,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:47:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
2941,201601VW40354,Slight,2016-07-24,Sunday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,14:21:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
2942,201601VW40363,Slight,2016-08-03,Wednesday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,30,16:10:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
2943,201601VW40387,Slight,2016-08-23,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,22:23:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
2944,201601VW40389,Slight,2016-08-30,Tuesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,19:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2946,201601WW50010,Slight,2016-01-13,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,14:30:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
2947,201601WW50032,Slight,2016-01-20,Wednesday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,21:10:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2948,201601WW50045,Slight,2016-01-26,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,15:10:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
2949,201601WW50056,Slight,2016-01-17,Sunday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:49:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
2951,201601WW50080,Slight,2016-01-29,Friday,Darkness - lights lit,2,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,22:33:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
2953,201601WW50083,Slight,2016-02-06,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:00:00,Urban,Raining + high winds,Over 75,Male,Over 75_Male,9
2955,201601WW50092,Slight,2016-01-15,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:10:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2956,201601WW50118,Slight,2016-02-01,Monday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,17:45:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
2959,201601WW50134,Slight,2016-02-12,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,14:52:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
2960,201601WW50137,Slight,2016-01-21,Thursday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,16:48:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2962,201601WW50147,Serious,2016-02-21,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:07:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2963,201601WW50163,Slight,2016-02-26,Friday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,20:55:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
2964,201601WW50168,Slight,2016-02-26,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:00:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
2965,201601WW50170,Slight,2016-02-17,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:35:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
2967,201601WW50188,Slight,2016-02-04,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,14:55:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
2968,201601WW50191,Serious,2016-03-09,Wednesday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,22:46:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
2971,201601WW50207,Slight,2016-03-09,Wednesday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,23:51:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2973,201601WW50231,Slight,2016-03-22,Tuesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,12:45:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
2974,201601WW50236,Slight,2016-03-09,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,18:53:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2975,201601WW50247,Slight,2016-03-27,Sunday,Darkness - lights lit,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:55:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
2976,201601WW50253,Slight,2016-04-04,Monday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,15:10:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
2978,201601WW50279,Slight,2016-04-25,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:03:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2980,201601WW50291,Slight,2016-04-09,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:04:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
2982,201601WW50307,Slight,2016-04-11,Monday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:50:00,Urban,Raining no high winds,56 - 65,Female,56 - 65_Female,9
2983,201601WW50313,Slight,2016-05-02,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:05:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
2984,201601WW50316,Slight,2016-05-05,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:40:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
2986,201601WW50325,Slight,2016-04-24,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:50:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
2992,201601WW50368,Slight,2016-05-06,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
2993,201601WW50387,Slight,2016-05-26,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:10:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
2996,201601WW50399,Serious,2016-02-11,Thursday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,22:45:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3000,201601WW50417,Slight,2016-05-23,Monday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,08:49:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
3002,201601WW50420,Slight,2016-06-01,Wednesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,11:59:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3004,201601WW50445,Slight,2016-05-26,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:45:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3005,201601WW50452,Slight,2016-06-14,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:05:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3006,201601WW50459,Slight,2016-06-14,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,12:01:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
3007,201601WW50461,Slight,2016-06-06,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:00:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3009,201601WW50472,Slight,2016-06-21,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:27:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3010,201601WW50484,Slight,2016-06-05,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,18:30:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3011,201601WW50518,Serious,2016-06-14,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:14:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3012,201601WW50521,Serious,2016-07-05,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:15:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3014,201601WW50533,Slight,2016-07-04,Monday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,11:58:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3017,201601WW50571,Slight,2016-07-13,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3021,201601WW50593,Slight,2016-08-01,Monday,Daylight,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,14:45:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
3030,201601XD80027,Slight,2016-01-21,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Roundabout,None,30,13:55:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3031,201601XD80029,Slight,2016-01-22,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,07:48:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
3032,201601XD80036,Slight,2016-01-22,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,06:48:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3033,201601XD80041,Slight,2016-01-21,Thursday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,15:50:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3034,201601XD80052,Serious,2016-01-09,Saturday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,18:15:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
3035,201601XD80053,Slight,2016-02-01,Monday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,30,14:35:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3036,201601XD80058,Slight,2016-02-02,Tuesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,14:42:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3037,201601XD80066,Slight,2016-02-03,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:15:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
3038,201601XD80071,Serious,2016-02-11,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:20:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3039,201601XD80074,Slight,2016-02-02,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:15:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3040,201601XD80076,Slight,2016-02-09,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,14:44:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3041,201601XD80078,Slight,2016-02-11,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:40:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
3042,201601XD80086,Slight,2016-02-11,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:39:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
3043,201601XD80099,Slight,2016-02-17,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Roundabout,None,30,20:50:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
3044,201601XD80107,Slight,2016-02-17,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,22:15:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
3045,201601XD80113,Slight,2016-02-21,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:20:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3046,201601XD80123,Slight,2016-02-25,Thursday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,08:20:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3048,201601XD80127,Slight,2016-02-27,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3049,201601XD80130,Slight,2016-02-21,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,20:56:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
3050,201601XD80132,Slight,2016-02-27,Saturday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,14:21:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3051,201601XD80145,Slight,2016-03-04,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:29:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3053,201601XD80149,Slight,2016-02-08,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:50:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3054,201601XD80153,Slight,2016-03-03,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:04:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3055,201601XD80160,Slight,2016-03-04,Friday,Darkness - lights lit,2,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,23:30:00,Urban,Raining no high winds,Over 75,Male,Over 75_Male,9
3056,201601XD80162,Slight,2016-03-07,Monday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,15:20:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3057,201601XD80166,Slight,2016-02-25,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:15:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3058,201601XD80180,Slight,2016-03-21,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,14:40:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
3059,201601XD80181,Serious,2016-03-21,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:40:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3060,201601XD80182,Slight,2016-03-22,Tuesday,Daylight,2,0,0,Metropolitan Police,Dry,Single carriageway,None,30,07:45:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3062,201601XD80198,Serious,2016-03-25,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,16:30:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
3063,201601XD80202,Serious,2016-03-27,Sunday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,20:27:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
3065,201601XD80213,Slight,2016-03-29,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,14:41:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3067,201601XD80234,Serious,2016-03-16,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,20:26:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
3068,201601XD80261,Slight,2016-04-06,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:15:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
3071,201601XD80292,Slight,2016-04-14,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,15:30:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3073,201601XD80296,Slight,2016-03-26,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:17:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3075,201601XD80318,Slight,2016-04-19,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:50:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
3076,201601XD80328,Slight,2016-04-20,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:20:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3077,201601XD80333,Slight,2016-04-22,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:50:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
3080,201601XD80370,Slight,2016-04-25,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:26:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3081,201601XD80381,Slight,2016-04-27,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,40,18:10:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
3083,201601XD80392,Slight,2016-04-30,Saturday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,12:13:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3084,201601XD80395,Slight,2016-05-01,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:55:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3085,201601XD80398,Slight,2016-05-02,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:09:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3086,201601XD80412,Serious,2016-05-05,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:34:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3087,201601XD80422,Slight,2016-05-08,Sunday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,18:43:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
3088,201601XD80432,Serious,2016-05-10,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3089,201601XD80440,Serious,2016-05-13,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:35:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3090,201601XD80444,Slight,2016-05-14,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,18:00:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
3093,201601XD80460,Slight,2016-05-20,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,18:41:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
3094,201601XD80465,Slight,2016-05-21,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,10:45:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3099,201601XD80488,Slight,2016-05-26,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:30:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3100,201601XD80499,Slight,2016-05-30,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:00:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3101,201601XD80502,Serious,2016-05-31,Tuesday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,40,10:13:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3106,201601XD80558,Slight,2016-06-21,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:15:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3107,201601XD80562,Slight,2016-05-27,Friday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,22:30:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3110,201601XD80598,Slight,2016-07-01,Friday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,14:47:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
3111,201601XD80608,Slight,2016-07-04,Monday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,09:08:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3113,201601XD80666,Slight,2016-07-18,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:03:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3114,201601XD80676,Slight,2016-07-22,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,18:56:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3115,201601XD80692,Slight,2016-07-21,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:45:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3116,201601XD80693,Slight,2016-07-20,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,11:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3119,201601XD80746,Slight,2016-08-10,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:45:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
3120,201601XD80749,Slight,2016-08-11,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,06:50:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3121,201601XD80750,Slight,2016-08-11,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,09:20:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
3122,201601XD80752,Serious,2016-08-11,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,20:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3125,201601XD80790,Serious,2016-08-27,Saturday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,11:45:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
3127,201601XD80803,Slight,2016-08-25,Thursday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,17:00:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
3128,201601XH30002,Slight,2016-01-18,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:25:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3129,201601XH30025,Slight,2016-01-23,Saturday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,09:44:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
3130,201601XH30036,Slight,2016-01-27,Wednesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,11:07:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
3131,201601XH30041,Slight,2016-01-23,Saturday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Dual carriageway,None,40,09:00:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
3132,201601XH30049,Slight,2016-01-04,Monday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,07:40:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
3133,201601XH30051,Slight,2016-01-11,Monday,Darkness - lights lit,1,0,8,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:50:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
3134,201601XH30053,Serious,2016-01-12,Tuesday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,16:32:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
3135,201601XH30071,Slight,2016-01-04,Monday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,07:05:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
3136,201601XH30079,Serious,2016-02-04,Thursday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,18:30:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
