"Accident_Index","Accident_Severity","Date","Day_of_Week","Light_Conditions","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing_Human_Control","Pedestrian_Crossing_Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year"
"201001CP00267","Slight","2010-11-26","Friday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","30","19:49:00","Urban","Fine no high winds","2010"
"201001CP00268","Slight","2010-11-26","Friday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","30","23:38:00","Urban","Fine no high winds","2010"
"201001CP00269","Slight","2010-11-16","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Wet or damp","Roundabout","None","30","17:25:00","Urban","Raining no high winds","2010"
"201001CP00270","Slight","2010-11-29","Monday","Darkness - lights lit","1","2","0","5","City of London","Dry","Dual carriageway","None","30","17:58:00","Urban","Fine no high winds","2010"
"201001CP00272","Slight","2010-11-25","Thursday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","19:00:00","Urban","Fine no high winds","2010"
"201001CP00273","Slight","2010-11-24","Wednesday","Darkness - lights unlit","1","1","0","4","City of London","Dry","Dual carriageway","None","30","18:50:00","Urban","Fine no high winds","2010"
"201001CP00277","Slight","2010-11-22","Monday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","30","20:20:00","Urban","Fine no high winds","2010"
"201001CP00278","Slight","2010-11-23","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Dry","Dual carriageway","None","30","16:30:00","Urban","Fine no high winds","2010"
"201001CP00279","Serious","2010-11-20","Saturday","Darkness - lights lit","1","1","0","0","City of London","Dry","Dual carriageway","None","30","02:19:00","Urban","Fine no high winds","2010"
"201001CP00280","Slight","2010-11-22","Monday","Darkness - lights lit","1","2","0","0","City of London","Wet or damp","One way street","Roadworks","30","17:50:00","Urban","Raining no high winds","2010"
"201001CP00281","Slight","2010-11-12","Friday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","10:00:00","Urban","Fine no high winds","2010"
"201001CP00282","Slight","2010-11-19","Friday","Darkness - lights lit","1","1","0","4","City of London","Dry","Single carriageway","None","30","20:07:00","Urban","Fine no high winds","2010"
"201001CP00283","Slight","2010-11-17","Wednesday","Darkness - lights lit","2","3","0","5","City of London","Wet or damp","Single carriageway","None","30","19:45:00","Urban","Raining no high winds","2010"
"201001CP00284","Slight","2010-11-18","Thursday","Daylight","1","1","0","1","City of London","Wet or damp","Single carriageway","Roadworks","30","09:45:00","Urban","Fine no high winds","2010"
"201001CP00285","Slight","2010-11-17","Wednesday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","30","06:56:00","Urban","Fine no high winds","2010"
"201001CP00286","Slight","2010-11-18","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","10:00:00","Urban","Fine no high winds","2010"
"201001CP00287","Slight","2010-11-18","Thursday","Darkness - lights lit","1","2","0","5","City of London","Wet or damp","Single carriageway","None","30","00:40:00","Urban","Raining no high winds","2010"
"201001CP00288","Slight","2010-11-03","Wednesday","Daylight","1","1","0","0","City of London","Dry","Dual carriageway","None","30","09:20:00","Urban","Fine no high winds","2010"
"201001CP00289","Slight","2010-11-10","Wednesday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","12:50:00","Urban","Fine no high winds","2010"
"201001CP00290","Slight","2010-11-13","Saturday","Darkness - lights lit","1","2","0","5","City of London","Dry","Roundabout","None","30","01:12:00","Urban","Fine no high winds","2010"
"201001CP00291","Slight","2010-11-14","Sunday","Darkness - lights lit","1","3","0","0","City of London","Wet or damp","Single carriageway","None","30","16:25:00","Urban","Fine no high winds","2010"
"201001CP00292","Slight","2010-11-11","Thursday","Darkness - lights lit","1","1","0","5","City of London","Wet or damp","Single carriageway","None","30","18:08:00","Urban","Fine no high winds","2010"
"201001CP00294","Slight","2010-11-14","Sunday","Darkness - lights lit","1","1","0","0","City of London","Wet or damp","Single carriageway","None","30","00:40:00","Urban","Fine no high winds","2010"
"201001CP00295","Serious","2010-11-09","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","30","06:59:00","Urban","Fine no high winds","2010"
"201001CP00296","Slight","2010-11-01","Monday","Daylight","2","1","0","5","City of London","Dry","Single carriageway","None","30","07:55:00","Urban","Fine no high winds","2010"
"201001CP00299","Slight","2010-11-04","Thursday","Darkness - lights lit","1","2","0","5","City of London","Dry","Dual carriageway","None","30","17:35:00","Urban","Fine no high winds","2010"
"201001CP00300","Slight","2010-11-08","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","07:00:00","Urban","Fine no high winds","2010"
"201001CP00301","Slight","2010-10-19","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","08:30:00","Urban","Fine no high winds","2010"
"201001CP00302","Slight","2010-10-08","Friday","Daylight","1","1","0","5","City of London","Dry","Single carriageway","None","30","08:30:00","Urban","Fine no high winds","2010"
"201001CP00303","Slight","2010-10-26","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","30","21:37:00","Urban","Fine no high winds","2010"
"201001CP00304","Slight","2010-10-25","Monday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","09:15:00","Urban","Fine no high winds","2010"
"201001CP00305","Slight","2010-10-28","Thursday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","10:34:00","Urban","Fine no high winds","2010"
"201001CP00306","Slight","2010-10-27","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","14:24:00","Urban","Fine no high winds","2010"
"201001CP00307","Slight","2010-10-30","Saturday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","22:26:00","Urban","Fine no high winds","2010"
"201001CP00308","Slight","2010-10-25","Monday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","08:50:00","Urban","Fine no high winds","2010"
"201001CP00309","Slight","2010-10-29","Friday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","09:15:00","Urban","Fine no high winds","2010"
"201001CP00310","Slight","2010-10-26","Tuesday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","30","06:10:00","Urban","Fine no high winds","2010"
"201001CP00311","Serious","2010-10-26","Tuesday","Darkness - lights lit","1","1","0","0","City of London","Wet or damp","Single carriageway","None","30","17:46:00","Urban","Raining no high winds","2010"
"201001CP00312","Serious","2010-10-28","Thursday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","07:38:00","Urban","Fine no high winds","2010"
"201001CP00313","Slight","2010-10-25","Monday","Daylight","1","1","0","4","City of London","Dry","Single carriageway","None","30","09:40:00","Urban","Fine no high winds","2010"
"201001CP00314","Slight","2010-10-19","Tuesday","Darkness - lights lit","2","2","0","5","City of London","Wet or damp","Single carriageway","None","30","19:29:00","Urban","Other","2010"
"201001CP00315","Slight","2010-10-17","Sunday","Darkness - lights lit","1","2","0","5","City of London","Dry","Single carriageway","None","30","03:05:00","Urban","Fine no high winds","2010"
"201001CP00316","Slight","2010-10-18","Monday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","07:45:00","Urban","Fine no high winds","2010"
"201001CP00317","Slight","2010-10-19","Tuesday","Daylight","2","1","0","5","City of London","Dry","Single carriageway","None","30","12:35:00","Urban","Fine no high winds","2010"
"201001CP00318","Slight","2010-10-13","Wednesday","Daylight","1","2","0","1","City of London","Dry","Single carriageway","None","30","08:50:00","Urban","Fine no high winds","2010"
"201001CP00319","Slight","2010-10-18","Monday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","None","30","22:50:00","Urban","Fine no high winds","2010"
"201001CP00320","Slight","2010-10-18","Monday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","10:24:00","Urban","Fine no high winds","2010"
"201001CP00321","Slight","2010-10-15","Friday","Daylight","1","2","0","5","City of London","Dry","One way street","None","30","13:30:00","Urban","Fine no high winds","2010"
"201001CP00322","Serious","2010-10-14","Thursday","Darkness - lights lit","2","1","0","8","City of London","Dry","Single carriageway","None","30","19:09:00","Urban","Fine no high winds","2010"
"201001CP00323","Slight","2010-10-11","Monday","Daylight","2","2","0","5","City of London","Dry","Single carriageway","None","30","09:30:00","Urban","Fine no high winds","2010"
"201001CP00324","Slight","2010-10-12","Tuesday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","15:22:00","Urban","Fine no high winds","2010"
"201001CP00325","Slight","2010-10-12","Tuesday","Daylight","2","3","0","0","City of London","Dry","Dual carriageway","None","30","09:29:00","Urban","Fine no high winds","2010"
"201001CP00326","Slight","2010-10-17","Sunday","Darkness - lights lit","2","1","0","7","City of London","Dry","Single carriageway","None","30","18:17:00","Urban","Fine no high winds","2010"
"201001CP00327","Slight","2010-10-04","Monday","Darkness - lights lit","1","2","0","0","City of London","Dry","Single carriageway","Roadworks","30","20:59:00","Urban","Fine no high winds","2010"
"201001CP00328","Slight","2010-10-05","Tuesday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","15:50:00","Urban","Fine no high winds","2010"
"201001CP00329","Slight","2010-10-08","Friday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","30","00:51:00","Urban","Fine no high winds","2010"
"201001CP00330","Slight","2010-10-07","Thursday","Daylight","1","2","0","5","City of London","Dry","Single carriageway","None","30","08:14:00","Urban","Fine no high winds","2010"
"201001CP00333","Serious","2010-10-01","Friday","Daylight","1","2","0","5","City of London","Wet or damp","Single carriageway","None","30","07:40:00","Urban","Fine no high winds","2010"
"201001CP00334","Slight","2010-10-05","Tuesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","08:55:00","Urban","Fine no high winds","2010"
"201001CP00335","Slight","2010-10-01","Friday","Daylight","1","2","0","4","City of London","Wet or damp","Dual carriageway","None","30","14:20:00","Urban","Raining no high winds","2010"
"201001CP00336","Slight","2010-10-01","Friday","Daylight","1","2","0","0","City of London","Wet or damp","Single carriageway","None","30","09:00:00","Urban","Fine no high winds","2010"
"201001CP00337","Slight","2010-10-01","Friday","Daylight","1","2","0","5","City of London","Wet or damp","Single carriageway","None","30","10:15:00","Urban","Raining no high winds","2010"
"201001CP00338","Slight","2010-11-01","Monday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","08:30:00","Urban","Fine no high winds","2010"
"201001CP00340","Slight","2010-11-05","Friday","Darkness - lights lit","1","2","0","5","City of London","Wet or damp","Dual carriageway","None","30","19:15:00","Urban","Fine no high winds","2010"
"201001CP00341","Slight","2010-11-17","Wednesday","Daylight","1","1","0","8","City of London","Dry","Dual carriageway","None","30","13:11:00","Urban","Fine no high winds","2010"
"201001CP00342","Fatal","2010-08-17","Tuesday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","Roadworks","30","14:45:00","Urban","Fine no high winds","2010"
"201001CP00343","Slight","2010-12-22","Wednesday","Darkness - lights lit","2","1","0","5","City of London","Dry","Dual carriageway","None","30","17:05:00","Urban","Fine no high winds","2010"
"201001CP00344","Serious","2010-12-21","Tuesday","Daylight","1","2","0","5","City of London","Wet or damp","Single carriageway","None","30","10:40:00","Urban","Fine no high winds","2010"
"201001CP00346","Slight","2010-12-22","Wednesday","Daylight","1","2","0","0","City of London","Dry","Single carriageway","None","30","12:30:00","Urban","Fine no high winds","2010"
"201001CP00347","Slight","2010-12-01","Wednesday","Darkness - lights lit","1","1","0","4","City of London","Wet or damp","One way street","None","30","22:11:00","Urban","Snowing no high winds","2010"
"201001CP00348","Slight","2010-12-03","Friday","Darkness - lights lit","1","1","0","0","City of London","Dry","Single carriageway","None","30","18:15:00","Urban","Fine no high winds","2010"
"201001CP00349","Serious","2010-12-05","Sunday","Daylight","1","1","0","0","City of London","Dry","Single carriageway","None","30","08:30:00","Urban","Fine no high winds","2010"
"201001CP00350","Serious","2010-12-10","Friday","Darkness - lights lit","1","1","0","5","City of London","Dry","Single carriageway","None","30","23:53:00","Urban","Fine no high winds","2010"
"201001CP00351","Slight","2010-12-04","Saturday","Darkness - lights lit","1","2","0","0","City of London","Wet or damp","Dual carriageway","None","30","19:13:00","Urban","Fine no high winds","2010"
